CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC
12.5742,0.5659,33.297,0.5568,0.5506,17.8306,2.0835,135.1455
12.5678,0.5926,29.9782,0.5652,0.5625,17.4993,2.0044,135.0701
13.5955,0.573,31.669,0.5725,0.572,16.4827,2.0328,135.6284
14.7851,0.5881,36.788,0.5755,0.5753,15.9551,2.1019,137.7735
15.1203,0.5569,37.9376,0.5733,0.5717,15.4474,2.1432,140.0547
15.7515,0.5051,42.0533,0.5674,0.563,14.772,2.178,141.1421
16.1948,0.4788,41.9656,0.5609,0.5529,14.6467,2.1894,140.2079
14.659,0.5022,38.9209,0.5566,0.5455,15.4463,2.2104,137.7283
12.9519,0.4922,37.9936,0.5558,0.5434,15.8578,2.1967,134.935
12.7716,0.4897,38.8688,0.5577,0.5463,15.2001,2.1648,133.352
12.7802,0.5493,39.2575,0.5604,0.5508,14.4568,2.1397,133.0986
13.0097,0.5899,36.9246,0.562,0.5529,14.1204,2.159,133.4739
12.6899,0.5773,37.2011,0.5627,0.5526,14.8314,2.1821,133.8593
12.6445,0.5512,36.3529,0.5637,0.5531,15.1152,2.1678,133.8286
12.6493,0.5036,38.385,0.5661,0.5568,14.3367,2.1505,133.7206
12.6522,0.4777,38.5736,0.5697,0.5625,14.7404,2.1546,133.4702
12.8528,0.4977,36.7038,0.5732,0.5678,15.2184,2.1698,133.4527
12.7028,0.5441,36.5631,0.5755,0.5721,16.4314,2.2006,134.1158
12.7588,0.5083,33.2366,0.5759,0.5756,17.3838,2.2033,135.3574
13.9845,0.5065,32.6172,0.5741,0.577,16.7454,2.1569,136.538
13.7707,0.5498,36.1274,0.5702,0.5746,15.1928,2.1378,137.1538
14.0336,0.5269,35.8831,0.5648,0.569,12.9555,2.1695,137.7118
12.7355,0.4514,33.5034,0.5593,0.5628,11.8461,2.1796,138.012
12.7335,0.4351,37.7046,0.5552,0.5582,12.6112,2.1908,136.9776
12.1057,0.4434,39.9623,0.5534,0.5563,13.2096,2.2074,134.3006
12.3296,0.4831,39.1457,0.5541,0.5577,13.5217,2.2066,131.1634
12.8185,0.5282,40.2448,0.5566,0.5616,13.8092,2.1915,129.2365
13.3265,0.4851,40.9043,0.5598,0.5656,14.1017,2.1906,128.4543
12.2603,0.464,40.5958,0.5631,0.5676,15.4251,2.1956,128.1896
12.3264,0.5414,37.5633,0.5664,0.5684,16.7,2.1869,128.1839
13.6938,0.6254,35.0313,0.5695,0.57,16.822,2.151,128.6437
12.9876,0.5851,36.3079,0.572,0.5726,16.7236,2.1249,129.7234
13.5691,0.5595,38.91,0.572,0.5737,15.5585,2.148,130.9962
14.5003,0.6537,40.7048,0.5677,0.5695,14.1411,2.1613,131.7218
14.1068,0.7125,40.6667,0.5588,0.5581,14.7095,2.1654,131.5337
13.3598,0.6856,38.2645,0.5478,0.5424,16.9891,2.0903,130.7292
13.2913,0.6748,35.0495,0.5392,0.5299,17.9463,1.9242,130.2108
13.0677,0.8443,31.2558,0.5366,0.5288,16.5309,1.8287,131.3996
15.698,1.0157,25.8253,0.5405,0.5411,13.7143,1.8858,134.4138
18.2613,0.8588,24.5873,0.5474,0.5589,11.6998,1.9987,136.8046
17.0182,0.6689,27.1062,0.5523,0.5688,11.1562,2.0773,135.0344
12.4994,0.5926,29.7308,0.552,0.564,10.6261,2.1252,128.2189
13.3979,0.5578,33.3877,0.5474,0.5507,9.7927,2.1541,121.6237
12.2871,0.4979,38.0454,0.542,0.5393,9.9763,2.1758,119.2738
12.2541,0.4864,40.8453,0.5384,0.5345,11.1438,2.2033,121.6198
13.2921,0.5269,43.0899,0.5373,0.5339,12.623,2.2158,126.4511
12.6425,0.5255,42.3574,0.5382,0.5345,14.0734,2.1902,130.1885
12.5375,0.5076,41.1316,0.5401,0.5356,14.2198,2.1829,132.1057
12.8397,0.4783,42.3746,0.5423,0.5374,15.0515,2.1791,133.0256
13.5115,0.4546,41.1127,0.5442,0.5385,13.9564,2.1265,133.5966
12.8212,0.4825,39.7268,0.5459,0.5393,11.4627,2.1078,134.2796
13.3994,0.5052,39.4215,0.5476,0.5418,10.6908,2.1539,134.8871
12.9322,0.5066,41.9057,0.5496,0.5468,11.7812,2.2512,134.7414
13.053,0.5265,41.9988,0.5517,0.5518,14.1745,2.3242,133.7702
14.3197,0.5608,41.0933,0.5529,0.5543,14.6802,2.2845,132.5818
15.1732,0.5575,39.3638,0.5525,0.5537,12.8917,2.1984,131.7671
13.5238,0.5213,34.836,0.5503,0.5496,12.8697,2.1714,131.2349
12.7765,0.5681,33.0432,0.5471,0.5428,14.8263,2.1768,131.2795
12.6853,0.6721,35.8341,0.5437,0.5363,14.4036,2.1429,132.7266
13.289,0.6324,41.9667,0.5405,0.5331,12.296,2.1522,135.0333
12.8278,0.5319,44.0275,0.5371,0.5313,10.6162,2.1886,137.2764
12.6486,0.5393,43.3874,0.5334,0.5276,10.1787,2.1932,138.2818
12.8872,0.5776,43.1354,0.5297,0.522,11.7342,2.1924,137.3626
13.8301,0.5445,40.6323,0.5271,0.5183,14.531,2.196,135.7429
13.0349,0.5226,37.3687,0.5263,0.5181,15.6352,2.1866,134.576
12.7801,0.5379,35.3049,0.527,0.5201,15.1637,2.1729,133.7698
12.7637,0.5298,33.4469,0.5283,0.523,13.8112,2.1603,133.5882
13.2685,0.5233,35.6728,0.5295,0.5263,12.8781,2.1677,134.0126
12.7607,0.5297,40.3268,0.5301,0.5288,13.1004,2.1956,134.4465
12.5078,0.5414,40.8559,0.5301,0.529,14.8868,2.2312,134.4307
12.442,0.5364,37.3501,0.5297,0.5271,16.0419,2.2457,134.0555
12.5668,0.5184,37.1009,0.5289,0.5252,15.1664,2.2179,133.8985
12.6572,0.5265,38.0608,0.5278,0.5241,14.9372,2.1814,134.0999
12.7573,0.5496,37.1027,0.5265,0.5229,15.4756,2.1584,134.2551
12.9796,0.5744,36.0294,0.5247,0.5207,14.9608,2.1258,134.4665
12.5384,0.5753,34.8369,0.5227,0.518,13.4055,2.0927,135.2175
12.8434,0.5522,35.741,0.5209,0.5157,12.672,2.0977,136.6751
14.0664,0.5456,36.8394,0.5199,0.5144,13.5402,2.1292,138.095
13.985,0.5486,36.8682,0.5202,0.5147,14.8301,2.1571,138.9878
13.68,0.544,38.5525,0.5216,0.517,14.7718,2.1603,139.9788
12.565,0.5303,38.2633,0.5235,0.5206,13.2528,2.15,141.1334
12.503,0.5018,38.2265,0.525,0.5236,12.0266,2.1646,141.6074
12.6534,0.4749,38.7883,0.5254,0.5241,11.3613,2.1928,140.5804
12.7505,0.4955,39.3533,0.5246,0.5228,11.8113,2.2269,138.3376
12.4464,0.5297,40.6626,0.5234,0.5211,14.6968,2.2641,135.8477
12.2374,0.54,41.1145,0.5228,0.5198,17.6105,2.2666,133.5565
12.8552,0.5473,36.9424,0.5232,0.5189,18.0715,2.2313,131.9691
13.319,0.5773,35.3909,0.5246,0.5192,16.1463,2.1898,132.2988
12.9756,0.5822,38.2122,0.5262,0.5208,13.2753,2.1574,134.1738
12.4877,0.5343,36.855,0.5266,0.5221,12.0373,2.1641,135.7173
13.6863,0.5199,40.0977,0.525,0.5206,12.3314,2.1959,136.6956
12.173,0.5236,45.0072,0.5215,0.5163,12.5029,2.2084,138.0999
12.1739,0.5161,41.7797,0.5174,0.5115,12.0892,2.1891,139.6166
12.1191,0.537,38.4254,0.5139,0.5081,11.1522,2.1597,139.7432
12.4948,0.5552,37.848,0.5121,0.5065,10.6915,2.159,138.1071
12.0614,0.5569,36.298,0.513,0.5068,11.5249,2.1673,135.7965
12.019,0.5472,33.7502,0.5173,0.5108,13.4689,2.1502,133.9588
11.9812,0.5271,31.8407,0.5245,0.52,14.4701,2.1114,133.4178
13.9782,0.5014,33.4761,0.5324,0.532,13.6244,2.1039,134.7055
14.0433,0.4796,35.152,0.5372,0.5397,13.0784,2.1484,137.7286
11.9799,0.4881,35.8062,0.5365,0.5377,13.7293,2.1894,140.6369
11.8588,0.5126,38.0857,0.5304,0.5277,14.2837,2.2019,141.1792
12.0265,0.5334,34.568,0.5215,0.5159,13.8706,2.189,139.0551
13.4172,0.5399,29.5705,0.5135,0.5068,14.3737,2.1931,134.9305
11.887,0.5267,27.7686,0.5088,0.5028,15.8333,2.2552,129.8858
11.59,0.5208,28.1967,0.5084,0.5046,15.8717,2.2547,125.5341
11.7204,0.5365,33.344,0.5107,0.51,14.6776,2.1558,123.2801
12.3363,0.5264,40.2791,0.513,0.5145,13.8851,2.144,123.8377
11.996,0.5054,41.2744,0.5131,0.5143,14.3862,2.1858,126.5567
11.9693,0.52,39.7137,0.5108,0.5103,15.7533,2.208,130.0258
13.582,0.5631,39.9881,0.508,0.5071,16.0097,2.1812,133.3721
12.5497,0.6137,34.79,0.5065,0.5074,14.9434,2.1401,135.6259
12.9707,0.618,31.4392,0.5064,0.5097,14.0316,2.1342,136.622
12.6278,0.5959,34.563,0.5062,0.5102,13.7558,2.1362,136.7829
12.2742,0.5763,38.4514,0.5048,0.5065,13.9649,2.1475,136.4346
12.2123,0.5454,37.2647,0.5026,0.4999,14.8674,2.1628,136.1325
12.2293,0.5076,36.8022,0.5008,0.4946,15.7971,2.1548,136.3495
12.5831,0.4613,38.5459,0.5006,0.4939,16.203,2.151,137.0964
12.3115,0.4676,38.4709,0.5018,0.4964,17.1364,2.1409,137.6622
12.1481,0.5243,36.3836,0.5034,0.4986,16.9997,2.0539,137.6903
12.7324,0.5948,38.7688,0.5045,0.499,15.8634,1.9883,137.8798
12.0159,0.6336,39.9492,0.5046,0.4987,14.9766,2.0383,138.6347
12.1301,0.6219,37.098,0.5038,0.4981,14.6539,2.127,139.2248
11.8437,0.5675,36.084,0.5028,0.4967,14.3584,2.1819,138.928
11.8347,0.5074,39.3756,0.5024,0.4956,14.3592,2.1984,137.7928
12.0115,0.5162,43.5866,0.5032,0.4967,14.8897,2.181,136.4189
11.7546,0.5568,42.1435,0.5051,0.5004,14.5997,2.1461,135.1369
11.9625,0.5573,36.1856,0.5066,0.5037,14.6563,2.1542,134.0099
12.0083,0.5094,33.9891,0.5068,0.5037,15.0936,2.1575,133.2625
11.7984,0.4653,36.0364,0.5058,0.5008,15.03,2.1399,133.2992
11.8878,0.491,35.7963,0.5045,0.4982,14.9231,2.1531,133.9034
11.8128,0.5398,37.4785,0.5042,0.498,14.7474,2.1591,134.5203
12.3578,0.5019,36.6504,0.5048,0.4995,14.5005,2.155,134.8804
11.9453,0.4541,36.8738,0.5058,0.5011,14.2288,2.1644,135.2211
11.493,0.4449,39.7549,0.5068,0.502,13.9966,2.1747,135.7942
11.4769,0.4667,39.8582,0.5077,0.5022,13.7205,2.1828,136.3808
11.4607,0.4996,40.075,0.5086,0.5026,12.4835,2.1685,136.5556
11.4507,0.528,39.5659,0.5094,0.5035,11.456,2.1565,136.1017
11.4287,0.5658,38.469,0.51,0.5043,11.8965,2.1601,135.2556
11.4261,0.5792,40.2689,0.5102,0.5048,13.1531,2.1705,134.4261
11.416,0.5302,41.5587,0.5101,0.5055,13.8746,2.1785,133.832
11.4554,0.5031,40.5292,0.5106,0.5066,14.2837,2.1831,133.2861
11.2701,0.5599,39.3197,0.5124,0.5087,15.0324,2.2753,133.2513
11.1728,0.5827,36.2367,0.5154,0.5123,13.8298,2.4253,133.9452
11.1771,0.6007,35.6859,0.5189,0.5167,12.4654,2.467,134.707
11.2333,0.6103,37.5491,0.5216,0.5194,12.7146,2.4238,134.562
11.2542,0.5396,39.5633,0.5229,0.5194,13.5387,2.3763,133.3557
11.2631,0.5193,39.8367,0.5226,0.5176,14.1179,2.2638,132.1356
11.6014,0.5074,35.3371,0.5206,0.5143,16.1393,2.2396,131.2537
11.4235,0.512,32.9309,0.5173,0.5092,17.4871,2.2447,130.3611
11.6056,0.5122,32.8547,0.5141,0.504,16.7769,2.2228,130.2906
12.9678,0.4544,36.0554,0.5125,0.5024,14.7239,2.1483,131.7906
11.1383,0.4414,41.4589,0.5136,0.5054,13.0324,1.94,133.9726
11.1462,0.4651,42.9454,0.5176,0.511,12.8245,1.769,135.5835
11.1664,0.4525,42.7272,0.5239,0.5175,13.3138,2.0222,136.1035
11.1874,0.4509,40.8644,0.5318,0.5249,14.1993,2.1731,135.4492
11.1952,0.5101,40.5122,0.5407,0.5332,14.4792,2.1932,133.6395
11.3061,0.5383,39.3677,0.5496,0.5411,14.2308,2.1948,131.3456
11.2729,0.5458,37.0854,0.5574,0.548,14.6462,2.2016,130.0247
11.3186,0.5148,36.4137,0.5633,0.5542,13.988,2.186,130.0532
11.4115,0.4676,33.4983,0.5663,0.5593,13.2731,2.1654,130.8193
11.5501,0.4628,34.6745,0.5655,0.5614,13.9017,2.1681,131.6488
11.6221,0.4728,37.2543,0.5606,0.5589,15.2153,2.1763,131.8322
11.6884,0.5187,37.5156,0.553,0.5527,16.7082,2.1988,131.4615
11.7464,0.5638,39.277,0.5455,0.5465,18.3631,2.2029,131.3415
11.9424,0.5538,34.844,0.5416,0.5444,19.2364,2.1372,132.2468
12.6837,0.5,28.5141,0.5433,0.5479,19.2134,2.0383,134.1278
13.5208,0.5612,27.4706,0.551,0.5559,19.1764,1.9724,137.5517
15.2229,0.604,26.0153,0.5634,0.5672,18.6758,1.9798,141.1939
16.3445,0.5307,25.5578,0.5781,0.5841,17.2862,2.0246,142.7634
14.3756,0.4951,30.9801,0.5919,0.606,15.4328,2.0771,142.7438
13.8795,0.5157,36.6395,0.6003,0.6231,14.8891,2.1445,142.7725
13.0075,0.5343,35.3068,0.5997,0.6213,15.8625,2.1893,143.3413
12.1821,0.6028,31.7739,0.5903,0.5996,16.7448,2.1763,142.7195
11.9068,0.6117,30.9735,0.5766,0.5725,16.3703,2.1334,139.603
12.0889,0.6198,32.3055,0.5639,0.553,15.7513,2.1357,135.6019
13.5445,0.7859,37.4049,0.5551,0.5442,14.6335,2.1614,132.7294
12.2862,0.6968,42.962,0.55,0.5423,13.7649,2.1813,131.8018
11.9119,0.5198,44.8301,0.547,0.5428,13.0553,2.1847,131.7868
11.7795,0.4816,40.5478,0.5442,0.5428,13.418,2.1912,131.8444
11.8076,0.4984,37.8957,0.5397,0.5402,13.8452,2.1879,131.8742
11.9124,0.5226,40.4566,0.5324,0.5326,15.1553,2.2009,131.8724
11.9627,0.618,37.0476,0.5224,0.519,17.6967,2.2395,131.6402
13.9535,0.6053,30.3146,0.5119,0.5027,18.8526,2.181,131.1331
12.4014,0.5339,32.7175,0.5035,0.4897,18.0133,2.0561,130.8888
12.4927,0.5609,34.7496,0.4988,0.4834,16.0634,2.0171,131.6794
11.5576,0.6778,37.6472,0.4971,0.4826,16.242,2.1011,134.1281
11.6965,0.6838,38.0377,0.4959,0.4834,17.9445,2.1139,138.9064
12.8891,0.647,32.4863,0.4931,0.4828,18.1817,1.9909,144.8431
13.3181,0.5656,30.2282,0.4882,0.4802,17.4919,1.952,146.9254
13.8985,0.5256,29.5748,0.4825,0.4768,17.9538,2.0355,146.8266
14.8785,0.4447,30.8734,0.4778,0.4738,17.6118,2.0696,147.0629
11.9069,0.4036,35.7964,0.4755,0.471,15.7821,2.0933,147.789
11.3035,0.4282,37.6409,0.4759,0.4686,14.1435,2.1307,148.8463
11.2974,0.462,37.7439,0.4778,0.468,13.9288,2.1713,149.9798
11.3147,0.4984,40.6258,0.4791,0.4687,13.8227,2.1823,150.8328
11.3056,0.4813,42.5639,0.4779,0.4666,12.8682,2.1821,150.799
11.3339,0.4823,39.7824,0.475,0.46,12.8165,2.1831,149.2398
11.2208,0.5079,38.8125,0.4731,0.4545,13.99,2.1871,146.0985
11.3256,0.52,38.7116,0.475,0.4574,15.3544,2.1846,142.869
11.0257,0.5165,33.675,0.481,0.47,17.4236,2.184,141.0543
11.1255,0.5224,30.9263,0.4895,0.4857,17.6482,2.1736,140.5971
12.1889,0.5009,29.5787,0.4986,0.4975,16.8833,2.281,140.7111
10.5396,0.445,30.0556,0.5082,0.5061,16.0656,2.4079,140.7454
10.6793,0.4773,32.3004,0.5184,0.5181,14.4028,2.308,140.0554
10.9137,0.4621,35.9098,0.5278,0.5349,10.944,2.1994,138.1926
10.986,0.4581,39.6657,0.5332,0.5463,8.366,2.1619,136.2115
11.0628,0.476,41.9394,0.5324,0.5423,9.1627,2.1532,134.7709
11.0592,0.475,41.7359,0.5272,0.528,11.7271,2.172,133.275
11.053,0.4914,39.8325,0.522,0.5174,15.131,2.2086,132.2562
11.1008,0.465,37.5033,0.5199,0.5162,16.4071,2.2424,132.0293
10.7277,0.5149,32.2767,0.5217,0.5205,16.5452,2.3869,132.774
10.8055,0.6577,26.3311,0.5267,0.5265,17.1998,2.4883,134.4787
10.8871,0.7653,26.9768,0.5334,0.5344,17.9392,2.3958,136.605
11.1331,0.6282,28.4239,0.54,0.5439,17.831,2.2298,138.1234
12.6065,0.497,30.7534,0.5433,0.5488,16.0807,2.1045,139.3578
13.4191,0.491,33.2547,0.5416,0.5438,15.7485,2.122,140.5073
11.4044,0.5823,34.0538,0.5366,0.5328,17.8464,2.105,141.5193
11.6059,0.74,32.5484,0.5331,0.5254,19.2951,1.9625,142.0137
12.1679,0.7128,26.332,0.5357,0.5282,19.5107,1.8505,141.9814
15.7598,0.5862,23.3392,0.5459,0.5432,19.171,1.8157,142.4176
18.6268,0.5941,23.491,0.5618,0.57,18.0768,1.8455,144.8957
18.5777,0.643,24.1845,0.5777,0.6007,14.8055,1.9093,147.9046
12.7038,0.5611,27.3706,0.5879,0.6181,10.5,2.0117,150.4213
11.1276,0.4729,33.7983,0.59,0.6124,7.6962,2.1055,152.3158
11.1009,0.4716,42.0719,0.5859,0.5946,7.0339,2.1686,153.9271
11.066,0.5065,43.8018,0.5793,0.579,7.6189,2.1988,155.3722
11.0661,0.5227,39.4339,0.5721,0.5673,7.7514,2.2367,155.9803
11.131,0.4696,39.0247,0.5649,0.5547,7.4142,2.2487,154.4562
11.0307,0.4455,43.1348,0.5582,0.5411,8.0802,2.1702,149.7833
11.0657,0.413,42.2783,0.5532,0.5311,7.6475,2.1338,142.0846
11.1591,0.391,39.4125,0.5504,0.5278,8.5704,2.2243,134.6169
11.2477,0.4308,39.3087,0.5486,0.5293,10.7645,2.2123,132.1521
11.3471,0.5075,40.3466,0.5457,0.5309,11.7038,2.2058,132.199
11.3988,0.5159,38.8187,0.5408,0.5293,13.0472,2.2403,132.1895
11.4099,0.4815,37.2198,0.5344,0.5251,10.2387,2.209,132.0922
11.7102,0.4648,36.4115,0.5284,0.5203,7.5705,2.1797,131.9875
11.6158,0.4677,34.9202,0.5244,0.5164,8.2108,2.2055,132.22
11.5248,0.4776,35.1045,0.5232,0.5141,10.9655,2.2288,132.9955
11.7431,0.4772,35.99,0.5247,0.5147,13.158,2.217,134.1718
11.4486,0.4943,35.4127,0.5273,0.5182,11.4433,2.1893,135.3784
12.6402,0.5322,32.126,0.5292,0.5224,12.6027,2.1825,136.3837
11.4691,0.5521,29.0873,0.5289,0.5248,14.9215,2.1862,137.157
11.1882,0.5462,29.3149,0.5261,0.5242,12.4513,2.1465,137.7156
11.4857,0.5472,33.5964,0.521,0.5207,8.1236,2.1266,138.2298
11.5517,0.552,38.4841,0.5146,0.5145,6.1108,2.1479,138.747
11.6877,0.5245,41.1225,0.508,0.5063,5.6623,2.1881,138.6286
11.4496,0.483,40.1289,0.5027,0.4983,6.037,2.2052,137.6677
11.4809,0.4786,42.1413,0.5,0.4936,7.5283,2.1986,136.5077
11.5673,0.5068,43.07,0.5002,0.4932,8.4683,2.1888,135.5018
11.6021,0.5121,42.0859,0.5024,0.4961,8.5958,2.1848,134.5341
11.8594,0.499,40.6666,0.5051,0.5003,9.4217,2.1897,133.4638
11.6372,0.5083,38.1809,0.5067,0.5038,11.2719,2.2037,132.7811
11.7392,0.5621,36.6447,0.5064,0.5047,15.1984,2.1723,133.0817
12.2363,0.655,32.4001,0.5043,0.5024,17.9401,2.084,134.3708
13.1348,0.6593,28.3347,0.5014,0.4993,17.2971,2.0217,136.2371
12.6253,0.6256,28.3447,0.4997,0.4988,14.0121,2.0066,138.4155
13.865,0.5908,29.6916,0.5,0.5044,11.2775,2.0342,141.0282
15.7509,0.5419,34.0398,0.5014,0.5142,10.9933,2.1037,144.0298
16.2974,0.5161,38.4924,0.501,0.5186,13.476,2.1701,146.5383
15.6303,0.5502,38.9103,0.4968,0.51,15.375,2.1764,147.3947
12.0738,0.5484,37.6421,0.489,0.4938,13.1489,2.155,146.1045
11.7262,0.5436,36.7785,0.4802,0.4792,10.6598,2.1594,143.0879
11.7443,0.5915,37.9764,0.4729,0.4689,13.1168,2.2245,139.7708
12.4983,0.6226,36.3365,0.469,0.4625,16.6179,2.2828,137.2617
11.5385,0.6133,32.0069,0.4689,0.4617,17.8266,2.2423,135.8334
11.8589,0.6316,30.3786,0.4718,0.4659,17.9768,2.1412,135.1039
11.6251,0.7203,30.8477,0.4769,0.4717,18.2207,2.0276,134.6471
11.8268,0.7602,27.9505,0.4842,0.4783,17.2956,1.9397,133.9638
13.089,0.7039,25.2053,0.4943,0.4905,16.044,1.9421,133.8707
13.2825,0.5996,26.1821,0.5056,0.5105,15.5781,2.0054,135.23
14.1206,0.5527,30.6832,0.5138,0.5286,13.9083,2.0769,138.043
14.1164,0.4942,37.0177,0.5142,0.5293,10.4219,2.1384,141.6906
14.0899,0.4986,39.0722,0.5075,0.5129,10.3245,2.2073,144.9809
13.7361,0.5757,39.5766,0.4995,0.4953,12.1907,2.2705,146.3334
11.9451,0.5677,41.2925,0.4957,0.4884,14.5766,2.2907,145.4063
11.0556,0.5364,38.0405,0.4962,0.492,15.1652,2.2777,143.2844
11.1938,0.4794,35.3828,0.4974,0.4972,13.8231,2.2429,141.4026
11.6974,0.5292,36.0084,0.4963,0.4951,12.3382,2.1822,140.058
11.2202,0.5829,37.438,0.4933,0.4863,9.2112,2.1194,138.9075
11.2333,0.6129,37.5703,0.4912,0.4791,9.9268,2.1609,137.7494
11.0111,0.5709,36.3173,0.4916,0.4785,13.5563,2.1989,136.7257
11.4879,0.5095,39.064,0.4937,0.4814,12.1979,2.1791,135.7563
10.9911,0.4835,40.2675,0.4955,0.4833,10.683,2.1509,134.4483
11.8111,0.5007,39.1606,0.4965,0.4831,9.4679,2.1506,133.8816
10.9305,0.5264,38.546,0.4972,0.4826,8.1289,2.1666,134.3564
11.2869,0.571,33.6137,0.499,0.4841,8.2739,2.1443,135.0108
11.2948,0.6063,32.6481,0.5028,0.4886,9.3061,2.1432,136.1324
11.5679,0.5503,37.884,0.5093,0.4964,12.5338,2.1716,138.5009
11.0998,0.5248,38.1935,0.519,0.5083,16.5414,2.1737,141.1345
10.9187,0.5568,34.836,0.5316,0.5249,18.4386,2.1614,142.036
10.9094,0.6596,31.7324,0.5458,0.5447,18.7379,2.1159,141.3472
11.5863,0.7847,29.094,0.5594,0.5638,17.3471,2.0386,141.2677
13.9514,0.7626,28.1791,0.57,0.578,15.345,2.0506,142.2872
16.7742,0.6823,31.2166,0.5764,0.5845,17.1227,2.0993,143.8157
18.1689,0.6517,33.6218,0.5787,0.5834,17.9119,2.0622,146.7599
16.4901,0.5471,32.8994,0.5781,0.5776,16.5598,2.085,149.2987
15.3993,0.4967,33.9982,0.5771,0.5715,13.024,2.1408,148.1144
15.1146,0.4835,34.1822,0.5783,0.5694,10.5314,2.1668,143.8985
13.3893,0.4668,32.0431,0.5847,0.5758,14.2273,2.2229,137.9297
10.7154,0.508,30.5491,0.5989,0.5949,17.8149,2.2098,133.9039
10.8567,0.6035,30.6589,0.6211,0.6289,18.446,2.1839,132.4595
11.0515,0.6081,34.2473,0.6483,0.6752,18.2832,2.1027,132.3598
10.4935,0.541,35.5958,0.6741,0.7216,17.7191,2.0622,132.1144
12.3314,0.4434,32.0122,0.6926,0.7509,15.1319,2.1763,131.4531
15.7158,0.3683,28.3508,0.7025,0.7565,12.3354,2.386,130.9908
17.2832,0.274,27.4948,0.7088,0.7486,11.9518,2.4429,131.1624
17.3123,0.2553,25.9726,0.7191,0.7436,12.9783,2.4824,132.0081
14.9675,0.2791,26.1508,0.7377,0.7535,14.822,2.5144,133.6788
10.2208,0.328,31.1116,0.7628,0.7795,16.3163,2.3935,136.3195
10.0919,0.3937,37.3127,0.7867,0.8078,16.5164,2.2246,138.9559
10.1232,0.4027,39.4908,0.8,0.818,16.864,2.2006,139.0302
10.1795,0.3861,39.3682,0.7989,0.8055,16.6586,2.1537,136.5338
10.5206,0.4005,40.1027,0.7872,0.7835,16.2495,2.1215,133.0001
11.2456,0.423,39.9471,0.7713,0.7625,15.8405,2.1456,130.0669
12.6534,0.4358,41.1873,0.757,0.7427,16.8348,2.1795,128.5267
14.6019,0.4576,40.5915,0.7476,0.7252,17.8174,2.1967,127.963
11.1352,0.5002,39.3728,0.7449,0.7155,18.0222,2.1783,127.9222
10.2403,0.5746,42.855,0.7481,0.7166,18.4299,2.1609,128.335
10.4597,0.6031,44.0747,0.7545,0.7228,18.3076,2.1387,129.3404
11.0711,0.5095,45.4115,0.7608,0.7256,17.4134,2.1111,130.6481
12.0484,0.4699,43.7103,0.7647,0.7239,16.8292,2.1098,131.2612
13.8207,0.5245,40.8679,0.7661,0.7228,15.3168,2.1104,131.0123
14.4238,0.581,43.4645,0.7654,0.7247,13.7695,2.1222,130.4196
15.1647,0.6151,45.1332,0.7621,0.7281,13.6792,2.1473,130.3125
12.6557,0.6755,42.7195,0.755,0.7316,14.6065,2.1538,131.0418
11.1064,0.6074,42.2467,0.7423,0.7321,15.6267,2.1442,132.0171
10.7228,0.5596,42.2865,0.7238,0.7223,16.3823,2.1375,132.8824
10.8532,0.5372,39.7642,0.7015,0.699,17.5499,2.1363,133.1292
11.6069,0.5735,36.0932,0.68,0.6716,18.6174,2.041,133.2131
12.2458,0.6872,30.1347,0.664,0.6537,18.9636,1.8811,133.6067
13.725,0.7144,25.4603,0.6556,0.65,18.1272,1.8629,135.0633
16.5387,0.6671,26.4081,0.6529,0.6553,16.7281,1.9784,137.2682
19.6415,0.6481,30.511,0.6522,0.6609,15.9715,2.1131,138.8434
18.8399,0.674,36.2062,0.6508,0.661,16.2194,2.1498,139.4643
13.2394,0.6953,37.059,0.6495,0.6607,16.5402,2.1706,139.4784
13.0543,0.732,31.223,0.6453,0.6567,17.8833,2.1411,139.3599
14.5055,0.6287,27.1941,0.64,0.6528,18.7551,2.0153,139.3014
15.8674,0.6283,25.717,0.6358,0.654,18.8792,1.9074,138.885
18.1979,0.7398,24.5874,0.633,0.6603,18.932,1.8965,137.4515
17.1479,0.7898,26.894,0.6302,0.667,18.6847,1.9203,134.6241
17.4734,0.8108,28.0156,0.6251,0.667,17.4377,1.9448,131.5085
16.0979,0.7143,28.3176,0.6171,0.6556,15.6599,2.0044,131.349
13.7686,0.6829,34.0635,0.6084,0.636,14.8436,2.0627,135.2922
15.2844,0.5793,39.8996,0.6021,0.6191,14.6853,2.0718,141.56
15.3474,0.5857,40.8098,0.5999,0.613,14.4266,2.1099,146.226
13.6929,0.6517,42.5138,0.6004,0.6157,14.3946,2.1426,148.2692
14.0648,0.6006,43.9162,0.5999,0.617,14.4589,2.1945,148.4365
13.2299,0.516,41.8686,0.5955,0.6087,13.3794,2.2347,148.0745
11.2685,0.5023,43.8773,0.5875,0.5919,14.5188,2.2411,146.9634
11.8809,0.5126,44.5598,0.5792,0.5741,16.3634,2.1961,144.1362
11.9413,0.5413,43.0466,0.5738,0.5629,14.6123,2.1094,139.7932
13.2341,0.5888,43.7826,0.573,0.5613,12.0184,2.1119,135.2928
11.0758,0.5309,46.9872,0.576,0.5662,11.3835,2.1879,132.2556
11.1585,0.5075,48.1397,0.5803,0.5717,10.7401,2.2273,131.3195
11.236,0.5499,46.5047,0.5839,0.5746,8.7702,2.2219,131.2684
